"blkType","DistCond","distr_cond","participant","rt_type","rt"
"Before change","Absent","equal","E2_08_YW","resp_RT",525.294399240532
"Before change","Absent","equal","E2_09_WYY","resp_RT",582.298970315028
"Before change","Absent","equal","E2_10_SSW","resp_RT",413.369347899997
"Before change","Absent","equal","E2_11_FS","resp_RT",505.794343835101
"Before change","Absent","equal","E2_12_AH","resp_RT",440.320313309649
"Before change","Absent","equal","E2_13_HAB","resp_RT",381.295818079438
"Before change","Absent","equal","E2_14_RS","resp_RT",490.273639907673
"Before change","Absent","equal","E2_15_LL","resp_RT",312.307965122046
"Before change","Absent","equal","E2_16_BK","resp_RT",298.176955862969
"Before change","Absent","equal","E2_17_HS","resp_RT",373.72322388866
"Before change","Absent","equal","E2_18_PP","resp_RT",489.445608469073
"Before change","Absent","equal","E2_19_JX","resp_RT",379.9190392354
"Before change","Absent","equal","E2_20_JW","resp_RT",711.396531686838
"Before change","Absent","equal","E2_21_SM","resp_RT",530.05920676515
"Before change","Absent","equal","E2_22_GV","resp_RT",350.043052190482
"Before change","Absent","equal","E2_23_YS","resp_RT",644.557993665536
"Before change","Absent","equal","E2_24_YY","resp_RT",800.057928303395
"Before change","Absent","unequal","E1_01_GQ","resp_RT",608.30804850545
"Before change","Absent","unequal","E1_02_PP","resp_RT",544.439101383916
"Before change","Absent","unequal","E1_03_AH","resp_RT",463.772025809612
"Before change","Absent","unequal","E1_05_SX","resp_RT",508.353520016088
"Before change","Absent","unequal","E1_06_MB","resp_RT",502.326323956606
"Before change","Absent","unequal","E1_07_HS","resp_RT",426.579567288192
"Before change","Absent","unequal","E1_08_UA","resp_RT",371.750306017819
"Before change","Absent","unequal","E1_09_BK","resp_RT",281.71199559822
"Before change","Absent","unequal","E1_10_ZK","resp_RT",412.064085435192
"Before change","Absent","unequal","E1_11_MS","resp_RT",532.378495704436
"Before change","Absent","unequal","E1_12_JM","resp_RT",442.693865207622
"Before change","Absent","unequal","E1_13_GV","resp_RT",471.550353720167
"Before change","Absent","unequal","E1_14_VB","resp_RT",509.356770503622
"Before change","Absent","unequal","E1_15_SS","resp_RT",527.060049474016
"Before change","Absent","unequal","E1_16_THL","resp_RT",687.105407554798
"Before change","Absent","unequal","E1_17_JSM","resp_RT",568.211238601975
"Before change","Absent","unequal","E1_18_YP","resp_RT",514.123983158907
"Before change","Absent","unequal","E1_19_AM","resp_RT",594.128844337054
"Before change","Absent","unequal","E1_20_MK","resp_RT",373.556624173898
"Before change","Absent","unequal","E1_21_RNB","resp_RT",852.705321868311
"Before change","Absent","unequal","E1_22_LIU","resp_RT",482.267334075307
"Before change","Absent","unequal","E1_23_JX","resp_RT",428.607671248289
"Before change","Absent","unequal","E1_24_RMS","resp_RT",741.962815340596
"Before change","Absent","unequal","E1_XF","resp_RT",500.303337467037
"Before change","Freq. dist.","equal","E2_01_JM","resp_RT",469.706612986182
"Before change","Freq. dist.","equal","E2_02_YN","resp_RT",585.275566683968
"Before change","Freq. dist.","equal","E2_03_XY","resp_RT",825.744483653548
"Before change","Freq. dist.","equal","E2_04_ER","resp_RT",519.017744795443
"Before change","Freq. dist.","equal","E2_05_YS","resp_RT",590.562418658679
"Before change","Freq. dist.","equal","E2_06_ER","resp_RT",996.297308444355
"Before change","Freq. dist.","equal","E2_07_NS","resp_RT",505.876339978491
"Before change","Freq. dist.","equal","E2_08_YW","resp_RT",546.187613662123
"Before change","Freq. dist.","equal","E2_09_WYY","resp_RT",593.574811800279
"Before change","Freq. dist.","equal","E2_10_SSW","resp_RT",386.861550380612
"Before change","Freq. dist.","equal","E2_11_FS","resp_RT",547.582986845606
"Before change","Freq. dist.","equal","E2_12_AH","resp_RT",482.668002044528
"Before change","Freq. dist.","equal","E2_13_HAB","resp_RT",447.609933326528
"Before change","Freq. dist.","equal","E2_14_RS","resp_RT",617.345935554589
"Before change","Freq. dist.","equal","E2_15_LL","resp_RT",422.354418107941
"Before change","Freq. dist.","equal","E2_16_BK","resp_RT",304.653332221089
"Before change","Freq. dist.","equal","E2_17_HS","resp_RT",436.490803586207
"Before change","Freq. dist.","equal","E2_18_PP","resp_RT",484.849623404267
"Before change","Freq. dist.","equal","E2_19_JX","resp_RT",402.25226970164
"Before change","Freq. dist.","equal","E2_20_JW","resp_RT",755.814632963927
"Before change","Freq. dist.","equal","E2_21_SM","resp_RT",588.412433891279
"Before change","Freq. dist.","equal","E2_22_GV","resp_RT",395.803976394382
"Before change","Freq. dist.","equal","E2_23_YS","resp_RT",643.703667933597
"Before change","Freq. dist.","equal","E2_24_YY","resp_RT",766.706779068887
"Before change","Freq. dist.","unequal","E1_01_GQ","resp_RT",572.414365652271
"Before change","Freq. dist.","unequal","E1_02_PP","resp_RT",560.10864003058
"Before change","Freq. dist.","unequal","E1_03_AH","resp_RT",461.139283458784
"Before change","Freq. dist.","unequal","E1_05_SX","resp_RT",506.532227877186
"Before change","Freq. dist.","unequal","E1_06_MB","resp_RT",536.311404493262
"Before change","Freq. dist.","unequal","E1_07_HS","resp_RT",459.557001441095
"Before change","Freq. dist.","unequal","E1_08_UA","resp_RT",409.779914004076
"Before change","Freq. dist.","unequal","E1_09_BK","resp_RT",271.460604940024
"Before change","Freq. dist.","unequal","E1_10_ZK","resp_RT",435.887651070713
"Before change","Freq. dist.","unequal","E1_11_MS","resp_RT",522.855532509614
"Before change","Freq. dist.","unequal","E1_12_JM","resp_RT",517.437140764434
"Before change","Freq. dist.","unequal","E1_13_GV","resp_RT",519.976012020568
"Before change","Freq. dist.","unequal","E1_14_VB","resp_RT",516.02526725836
"Before change","Freq. dist.","unequal","E1_15_SS","resp_RT",486.877525109035
"Before change","Freq. dist.","unequal","E1_16_THL","resp_RT",660.577416513617
"Before change","Freq. dist.","unequal","E1_17_JSM","resp_RT",620.167579459726
"Before change","Freq. dist.","unequal","E1_18_YP","resp_RT",535.905328232314
"Before change","Freq. dist.","unequal","E1_19_AM","resp_RT",624.625349393896
"Before change","Freq. dist.","unequal","E1_20_MK","resp_RT",361.13226403745
"Before change","Freq. dist.","unequal","E1_21_RNB","resp_RT",933.805200312976
"Before change","Freq. dist.","unequal","E1_22_LIU","resp_RT",484.08994494353
"Before change","Freq. dist.","unequal","E1_23_JX","resp_RT",460.810947509056
"Before change","Freq. dist.","unequal","E1_24_RMS","resp_RT",716.375906035753
"Before change","Freq. dist.","unequal","E1_XF","resp_RT",481.600323863196
"Before change","Rare dist.","equal","E2_01_JM","resp_RT",510.299117700668
"Before change","Rare dist.","equal","E2_02_YN","resp_RT",434.313901013427
"Before change","Rare dist.","equal","E2_03_XY","resp_RT",792.276753348132
"Before change","Rare dist.","equal","E2_04_ER","resp_RT",548.040208867376
"Before change","Rare dist.","equal","E2_05_YS","resp_RT",616.554248891058
"Before change","Rare dist.","equal","E2_06_ER","resp_RT",775.029002853374
"Before change","Rare dist.","equal","E2_07_NS","resp_RT",513.605526292965
"Before change","Rare dist.","equal","E2_08_YW","resp_RT",523.052986303418
"Before change","Rare dist.","equal","E2_09_WYY","resp_RT",571.799997755424
"Before change","Rare dist.","equal","E2_10_SSW","resp_RT",413.395132010454
"Before change","Rare dist.","equal","E2_11_FS","resp_RT",543.256319240099
"Before change","Rare dist.","equal","E2_12_AH","resp_RT",455.07145021942
"Before change","Rare dist.","equal","E2_13_HAB","resp_RT",471.240909442811
"Before change","Rare dist.","equal","E2_14_RS","resp_RT",555.913577735564
"Before change","Rare dist.","equal","E2_15_LL","resp_RT",384.756158805952
"Before change","Rare dist.","equal","E2_16_BK","resp_RT",304.856012128285
"Before change","Rare dist.","equal","E2_17_HS","resp_RT",443.130348435434
"Before change","Rare dist.","equal","E2_18_PP","resp_RT",531.490225807506
"Before change","Rare dist.","equal","E2_19_JX","resp_RT",380.357090349746
"Before change","Rare dist.","equal","E2_20_JW","resp_RT",766.680686318944
"Before change","Rare dist.","equal","E2_21_SM","resp_RT",644.57378523947
"Before change","Rare dist.","equal","E2_22_GV","resp_RT",376.324674949299
"Before change","Rare dist.","equal","E2_23_YS","resp_RT",643.246416429504
"Before change","Rare dist.","equal","E2_24_YY","resp_RT",882.896683695786
"Before change","Rare dist.","unequal","E1_01_GQ","resp_RT",572.118956554054
"Before change","Rare dist.","unequal","E1_02_PP","resp_RT",564.833894565298
"Before change","Rare dist.","unequal","E1_03_AH","resp_RT",522.735343143754
"Before change","Rare dist.","unequal","E1_05_SX","resp_RT",521.300874198797
"Before change","Rare dist.","unequal","E1_06_MB","resp_RT",523.696523987989
"Before change","Rare dist.","unequal","E1_07_HS","resp_RT",395.521357069738
"Before change","Rare dist.","unequal","E1_08_UA","resp_RT",379.185592553508
"Before change","Rare dist.","unequal","E1_09_BK","resp_RT",284.494213946221
"Before change","Rare dist.","unequal","E1_10_ZK","resp_RT",446.031386000093
"Before change","Rare dist.","unequal","E1_11_MS","resp_RT",509.850615910182
"Before change","Rare dist.","unequal","E1_12_JM","resp_RT",493.884158740733
"Before change","Rare dist.","unequal","E1_13_GV","resp_RT",625.641650427876
"Before change","Rare dist.","unequal","E1_14_VB","resp_RT",546.122305707364
"Before change","Rare dist.","unequal","E1_15_SS","resp_RT",452.056795299313
"Before change","Rare dist.","unequal","E1_16_THL","resp_RT",651.555394500472
"Before change","Rare dist.","unequal","E1_17_JSM","resp_RT",575.344041560957
"Before change","Rare dist.","unequal","E1_18_YP","resp_RT",513.615894223434
"Before change","Rare dist.","unequal","E1_19_AM","resp_RT",506.582388772012
"Before change","Rare dist.","unequal","E1_20_MK","resp_RT",394.594917639565
"Before change","Rare dist.","unequal","E1_21_RNB","resp_RT",875.099940724538
"Before change","Rare dist.","unequal","E1_22_LIU","resp_RT",522.325354565764
"Before change","Rare dist.","unequal","E1_23_JX","resp_RT",459.76154856625
"Before change","Rare dist.","unequal","E1_24_RMS","resp_RT",768.477478602561
"Before change","Rare dist.","unequal","E1_XF","resp_RT",469.853135027126
"After change","Absent","equal","E2_01_JM","resp_RT",453.424664621794
"After change","Absent","equal","E2_02_YN","resp_RT",383.353874506712
"After change","Absent","equal","E2_03_XY","resp_RT",620.435965712617
"After change","Absent","equal","E2_04_ER","resp_RT",434.319345189935
"After change","Absent","equal","E2_05_YS","resp_RT",588.022355458598
"After change","Absent","equal","E2_06_ER","resp_RT",891.1510067755
"After change","Absent","equal","E2_07_NS","resp_RT",487.747435446021
"After change","Absent","equal","E2_08_YW","resp_RT",469.628302063881
"After change","Absent","equal","E2_09_WYY","resp_RT",514.900426080615
"After change","Absent","equal","E2_10_SSW","resp_RT",381.390201834823
"After change","Absent","equal","E2_11_FS","resp_RT",443.478089580071
"After change","Absent","equal","E2_12_AH","resp_RT",434.626621376166
"After change","Absent","equal","E2_13_HAB","resp_RT",362.560065619154
"After change","Absent","equal","E2_14_RS","resp_RT",431.317622233051
"After change","Absent","equal","E2_15_LL","resp_RT",289.153187403172
"After change","Absent","equal","E2_16_BK","resp_RT",311.359968024576
"After change","Absent","equal","E2_17_HS","resp_RT",424.077294503533
"After change","Absent","equal","E2_18_PP","resp_RT",439.697212142727
"After change","Absent","equal","E2_19_JX","resp_RT",373.138617034994
"After change","Absent","equal","E2_20_JW","resp_RT",537.573412889833
"After change","Absent","equal","E2_21_SM","resp_RT",445.025246044402
"After change","Absent","equal","E2_22_GV","resp_RT",404.382918579167
"After change","Absent","equal","E2_23_YS","resp_RT",514.593865770625
"After change","Absent","equal","E2_24_YY","resp_RT",715.701491057394
"After change","Absent","unequal","E1_01_GQ","resp_RT",526.748536092452
"After change","Absent","unequal","E1_02_PP","resp_RT",490.77002877699
"After change","Absent","unequal","E1_03_AH","resp_RT",404.875262671989
"After change","Absent","unequal","E1_05_SX","resp_RT",470.676062467986
"After change","Absent","unequal","E1_06_MB","resp_RT",394.754926148549
"After change","Absent","unequal","E1_07_HS","resp_RT",411.319369311244
"After change","Absent","unequal","E1_08_UA","resp_RT",372.668972203339
"After change","Absent","unequal","E1_09_BK","resp_RT",285.347585142941
"After change","Absent","unequal","E1_10_ZK","resp_RT",389.692716739037
"After change","Absent","unequal","E1_11_MS","resp_RT",470.907536444978
"After change","Absent","unequal","E1_12_JM","resp_RT",484.876251948505
"After change","Absent","unequal","E1_13_GV","resp_RT",431.143319999892
"After change","Absent","unequal","E1_14_VB","resp_RT",453.358441273468
"After change","Absent","unequal","E1_15_SS","resp_RT",539.450468617967
"After change","Absent","unequal","E1_16_THL","resp_RT",642.853184452359
"After change","Absent","unequal","E1_17_JSM","resp_RT",510.148356839672
"After change","Absent","unequal","E1_18_YP","resp_RT",452.691143178098
"After change","Absent","unequal","E1_19_AM","resp_RT",503.792868518581
"After change","Absent","unequal","E1_20_MK","resp_RT",338.633407189933
"After change","Absent","unequal","E1_21_RNB","resp_RT",811.916495859837
"After change","Absent","unequal","E1_22_LIU","resp_RT",461.169842815896
"After change","Absent","unequal","E1_23_JX","resp_RT",423.52944314696
"After change","Absent","unequal","E1_24_RMS","resp_RT",713.911007971063
"After change","Absent","unequal","E1_XF","resp_RT",521.472091141015
"After change","Freq. dist.","equal","E2_01_JM","resp_RT",521.282258421856
"After change","Freq. dist.","equal","E2_02_YN","resp_RT",451.977741699619
"After change","Freq. dist.","equal","E2_03_XY","resp_RT",792.274120780247
"After change","Freq. dist.","equal","E2_04_ER","resp_RT",486.406457828393
"After change","Freq. dist.","equal","E2_05_YS","resp_RT",576.102355002904
"After change","Freq. dist.","equal","E2_06_ER","resp_RT",1420.35946038714
"After change","Freq. dist.","equal","E2_07_NS","resp_RT",520.408406033888
"After change","Freq. dist.","equal","E2_08_YW","resp_RT",477.253233954899
"After change","Freq. dist.","equal","E2_09_WYY","resp_RT",516.462547469755
"After change","Freq. dist.","equal","E2_10_SSW","resp_RT",367.91401049653
"After change","Freq. dist.","equal","E2_11_FS","resp_RT",504.474580672825
"After change","Freq. dist.","equal","E2_12_AH","resp_RT",469.409844379081
"After change","Freq. dist.","equal","E2_13_HAB","resp_RT",383.007837728201
"After change","Freq. dist.","equal","E2_14_RS","resp_RT",537.653304208443
"After change","Freq. dist.","equal","E2_15_LL","resp_RT",375.047442454331
"After change","Freq. dist.","equal","E2_16_BK","resp_RT",304.951728248166
"After change","Freq. dist.","equal","E2_17_HS","resp_RT",505.825048145068
"After change","Freq. dist.","equal","E2_18_PP","resp_RT",490.066024329691
"After change","Freq. dist.","equal","E2_19_JX","resp_RT",423.481208499391
"After change","Freq. dist.","equal","E2_20_JW","resp_RT",602.82402752115
"After change","Freq. dist.","equal","E2_21_SM","resp_RT",487.754224383573
"After change","Freq. dist.","equal","E2_22_GV","resp_RT",420.570173580353
"After change","Freq. dist.","equal","E2_23_YS","resp_RT",593.451528114448
"After change","Freq. dist.","equal","E2_24_YY","resp_RT",760.666812430069
"After change","Freq. dist.","unequal","E1_01_GQ","resp_RT",490.921548094553
"After change","Freq. dist.","unequal","E1_02_PP","resp_RT",524.074735538701
"After change","Freq. dist.","unequal","E1_03_AH","resp_RT",436.565513879032
"After change","Freq. dist.","unequal","E1_05_SX","resp_RT",473.883649534825
"After change","Freq. dist.","unequal","E1_06_MB","resp_RT",429.431082276048
"After change","Freq. dist.","unequal","E1_07_HS","resp_RT",425.40452079404
"After change","Freq. dist.","unequal","E1_08_UA","resp_RT",471.524822065779
"After change","Freq. dist.","unequal","E1_09_BK","resp_RT",297.193607108761
"After change","Freq. dist.","unequal","E1_10_ZK","resp_RT",391.481991757634
"After change","Freq. dist.","unequal","E1_11_MS","resp_RT",472.106947004694
"After change","Freq. dist.","unequal","E1_12_JM","resp_RT",440.518958594668
"After change","Freq. dist.","unequal","E1_13_GV","resp_RT",375.633688516587
"After change","Freq. dist.","unequal","E1_14_VB","resp_RT",425.520117706171
"After change","Freq. dist.","unequal","E1_15_SS","resp_RT",590.160863748042
"After change","Freq. dist.","unequal","E1_16_THL","resp_RT",627.707020832429
"After change","Freq. dist.","unequal","E1_17_JSM","resp_RT",548.014503746178
"After change","Freq. dist.","unequal","E1_18_YP","resp_RT",450.438367397654
"After change","Freq. dist.","unequal","E1_19_AM","resp_RT",538.499329962664
"After change","Freq. dist.","unequal","E1_20_MK","resp_RT",363.75708858492
"After change","Freq. dist.","unequal","E1_21_RNB","resp_RT",782.71253328694
"After change","Freq. dist.","unequal","E1_22_LIU","resp_RT",483.302918487493
"After change","Freq. dist.","unequal","E1_23_JX","resp_RT",460.618729314547
"After change","Freq. dist.","unequal","E1_24_RMS","resp_RT",689.924077329234
"After change","Freq. dist.","unequal","E1_XF","resp_RT",519.344208757651
"After change","Rare dist.","equal","E2_01_JM","resp_RT",474.991696949857
"After change","Rare dist.","equal","E2_02_YN","resp_RT",416.944751304961
"After change","Rare dist.","equal","E2_03_XY","resp_RT",670.615761215318
"After change","Rare dist.","equal","E2_04_ER","resp_RT",549.982018369567
"After change","Rare dist.","equal","E2_05_YS","resp_RT",490.566662916549
"After change","Rare dist.","equal","E2_06_ER","resp_RT",783.727633883875
"After change","Rare dist.","equal","E2_07_NS","resp_RT",499.045993179478
"After change","Rare dist.","equal","E2_08_YW","resp_RT",547.355526264218
"After change","Rare dist.","equal","E2_09_WYY","resp_RT",567.376849069914
"After change","Rare dist.","equal","E2_10_SSW","resp_RT",400.67965739902
"After change","Rare dist.","equal","E2_11_FS","resp_RT",492.273343370371
"After change","Rare dist.","equal","E2_12_AH","resp_RT",414.49838067258
"After change","Rare dist.","equal","E2_13_HAB","resp_RT",348.067114205908
"After change","Rare dist.","equal","E2_14_RS","resp_RT",453.274792733188
"After change","Rare dist.","equal","E2_15_LL","resp_RT",346.560096114054
"After change","Rare dist.","equal","E2_16_BK","resp_RT",285.729847033693
"After change","Rare dist.","equal","E2_17_HS","resp_RT",482.884871266245
"After change","Rare dist.","equal","E2_18_PP","resp_RT",453.217781836247
"After change","Rare dist.","equal","E2_19_JX","resp_RT",409.910220560681
"After change","Rare dist.","equal","E2_20_JW","resp_RT",593.169553801629
"After change","Rare dist.","equal","E2_21_SM","resp_RT",510.480654862711
"After change","Rare dist.","equal","E2_22_GV","resp_RT",486.94301655825
"After change","Rare dist.","equal","E2_23_YS","resp_RT",573.539515654685
"After change","Rare dist.","equal","E2_24_YY","resp_RT",777.628660803202
"After change","Rare dist.","unequal","E1_01_GQ","resp_RT",532.73138334381
"After change","Rare dist.","unequal","E1_02_PP","resp_RT",538.360667203439
"After change","Rare dist.","unequal","E1_03_AH","resp_RT",391.913514748043
"After change","Rare dist.","unequal","E1_05_SX","resp_RT",464.142069133951
"After change","Rare dist.","unequal","E1_06_MB","resp_RT",422.194353222376
"After change","Rare dist.","unequal","E1_07_HS","resp_RT",591.534870357582
"After change","Rare dist.","unequal","E1_08_UA","resp_RT",358.645923465453
"After change","Rare dist.","unequal","E1_09_BK","resp_RT",259.988431652616
"After change","Rare dist.","unequal","E1_10_ZK","resp_RT",398.309963197003
"After change","Rare dist.","unequal","E1_11_MS","resp_RT",496.813186109451
"After change","Rare dist.","unequal","E1_12_JM","resp_RT",450.547137707488
"After change","Rare dist.","unequal","E1_13_GV","resp_RT",426.095874670081
"After change","Rare dist.","unequal","E1_14_VB","resp_RT",443.85404792374
"After change","Rare dist.","unequal","E1_15_SS","resp_RT",570.041566232749
"After change","Rare dist.","unequal","E1_16_THL","resp_RT",566.486229479037
"After change","Rare dist.","unequal","E1_17_JSM","resp_RT",533.672297396743
"After change","Rare dist.","unequal","E1_18_YP","resp_RT",427.112154409561
"After change","Rare dist.","unequal","E1_19_AM","resp_RT",491.829843016982
"After change","Rare dist.","unequal","E1_20_MK","resp_RT",362.288443948892
"After change","Rare dist.","unequal","E1_21_RNB","resp_RT",873.362315139132
"After change","Rare dist.","unequal","E1_22_LIU","resp_RT",575.152111729761
"After change","Rare dist.","unequal","E1_23_JX","resp_RT",451.309558035526
"After change","Rare dist.","unequal","E1_24_RMS","resp_RT",646.842924917954
"After change","Rare dist.","unequal","E1_XF","resp_RT",562.601982445714
